#SampleID	Type	Class1	Class2	Class3	ClassOther
'000010914.1212995'	multipleyear	0	1	0	1
'000010777.1213117'	multipleyear	0	1	0	1
'000010901.1213102'	multipleyear	0	1	0	1
'000010297.1213071'	multipleyear	0	1	0	1
'000004288.1213027'	multipleyear	1	0	0	0
'000010839.1213095'	multipleyear	0	1	0	1
'000009476.1213012'	multipleyear	0	2	0	0
'000010832.1212946'	multipleyear	0	1	0	1
'000004219.1213074'	multipleyear	1	0	0	0
'000004218.1213002'	multipleyear	1	0	0	0
'000001540.1213103'	multipleyear	1	0	0	0
'000009572.1212991'	multipleyear	0	2	0	0
'000009177.1212957'	multipleyear	0	2	0	0
'000009398.1213034'	multipleyear	0	2	0	0
'000002059.1213100'	multipleyear	0	0	0	1
'000004289.1213106'	multipleyear	1	0	0	0
'000009534.1213088'	multipleyear	0	2	0	0
'000001294.1130684'	year	1	0	0	0
'000002494.1130711'	year	1	0	0	0
'000002739.1130726'	year	1	0	0	0
'000002833.1130841'	year	1	0	0	0
'000001067.1130672'	year	0	0	0	0
'000004223.1130596'	year	1	0	0	0
'000002834.1130776'	year	1	0	0	0
'000002176.1130981'	year	0	0	0	1
'000002387.1130824'	year	1	0	0	0
'000002939.1130800'	year	1	0	0	0
'000003059.1130964'	year	1	0	0	0
'000002359.1130804'	year	1	0	0	0
'000001764.1130621'	year	0	0	0	1
'000002482.1130781'	year	1	0	0	0
'000001031.1130671'	year	0	0	0	0
'000002466.1130949'	year	1	0	0	0
'000002175.1130725'	year	0	0	0	1
'000003225.1130756'	year	1	0	0	0
'000002200.1130627'	year	1	0	0	0
'000001367.1130667'	year	1	0	0	0
'000003058.1130698'	year	1	0	0	0
'000003300.1130747'	year	1	0	0	0
'000004160.1130666'	year	1	0	0	0
'000001948.1130730'	year	0	0	0	1
'000002273.1130905'	year	1	0	0	0
'000002304.1130574'	year	1	0	0	0
'000003048.1130810'	year	1	0	0	0
'000002825.1130993'	year	1	0	0	0
'000001694.1130702'	year	0	0	0	1
'000002481.1130985'	year	1	0	0	0
'000001138.1130918'	year	1	0	0	0
'000001380.1130963'	year	1	0	0	0
'000001714.1130763'	year	0	0	0	1
'000002199.1130801'	year	1	0	0	0
'000001985.1130765'	year	0	0	0	1
'000003199.1130807'	year	1	0	0	0
'000004159.1130716'	year	1	0	0	0
'000004224.1130913'	year	1	0	0	0
'000001860.1130946'	year	0	0	0	1
'000003439.1130757'	year	1	0	0	0
'000001832.1130616'	year	0	0	0	1
'000004267.1130649'	year	1	0	0	0
'000004158.1130832'	year	1	0	0	0
'000002230.1130608'	year	1	0	0	0
'000001645.1130837'	year	1	0	0	0
'000002575.1130685'	year	1	0	0	0
'000001120.1130659'	year	0	0	0	0
'000002229.1130987'	year	1	0	0	0
'000003879.1130591'	year	1	0	0	0
'000003703.1130978'	year	1	0	0	0
'000004221.1130848'	year	1	0	0	0
'000002859.1130736'	year	1	0	0	0
'000001405.1130970'	year	1	0	0	0
'000001801.1130878'	year	0	0	0	1
'000002147.1130633'	year	0	0	0	1
'000001978.1130774'	year	0	0	0	1
'000002056.1130676'	year	0	0	0	1
'000004222.1130943'	year	1	0	0	0
'000001545.1130971'	year	1	0	0	0
'000003047.1130957'	year	1	0	0	0
'000001769.1130994'	year	0	0	0	1
'000004847.1076145'	year	0	0	0	0
'000001156.1076178'	year	1	0	0	0
'000002905.1076298'	year	1	0	0	0
'000002043.1076297'	year	0	0	0	1
'000001193.1076477'	year	1	0	0	0
'000005792.1076331'	year	0	0	0	0
'000003337.1076412'	year	1	0	0	0
'000004670.1076158'	year	1	0	0	0
'000008954.1076453'	year	0	2	0	0
'000001509.1076139'	year	1	0	0	0
'000005916.1076402'	year	0	0	0	0
'000003220.1076239'	year	1	0	0	0
'000004783.1076472'	year	0	0	0	0
'000004711.1076148'	year	1	0	0	0
'000002734.1076312'	year	1	0	0	0
'000003150.1076411'	year	1	0	0	0
'000008954.1076321'	year	0	2	0	0
'000004716.1076420'	year	2	1	0	2
'000003894.1076311'	year	1	0	0	0
'000004640.1076225'	year	1	0	0	0
'000002906.1076335'	year	1	0	0	0
'000002334.1076229'	year	1	0	0	0
'000004858.1076164'	year	0	0	0	0
'000002475.1076473'	year	1	0	0	0
'000004163.1076174'	year	1	0	0	0
'000002384.1076153'	year	1	0	0	0
'000002733.1076465'	year	1	0	0	0
'000003900.1076303'	year	1	0	0	0
'000001879.1076223'	year	0	0	0	1
'000004677.1076202'	year	1	0	0	0
'000002733.1076457'	year	1	0	0	0
'000004738.1076259'	year	0	1	0	0
'000004697.1076252'	year	1	0	0	0
'000003757.1076203'	year	1	0	0	0
'000005163.1076142'	year	0	0	0	0
'000004917.1076276'	year	0	0	0	0
'000004612.1076352'	year	1	0	0	0
'000006895.1053738'	year	0	2	0	0
'000004854.1053786'	year	0	0	0	0
'000006673.1053928'	year	0	2	0	0
'000001600.1053953'	year	1	0	0	0
'000006684.1053860'	year	0	2	0	0
'000005915.1053722'	year	0	0	0	0
'000006030.1053830'	year	0	0	0	0
'000006657.1053714'	year	0	2	0	0
'000006893.1053917'	year	0	2	0	0
'000004855.1053784'	year	0	0	0	0
'000006688.1131539'	year	0	2	0	0
'000004161.1131516'	year	1	0	0	0
'000006752.1131965'	year	0	2	0	0
'000002649.1131517'	year	1	0	0	0
'000006053.1131699'	year	0	2	0	0
'000005937.1131547'	year	0	0	0	0
'000004226.1131698'	year	1	0	0	0
'000004972.1131843'	year	0	0	0	0
'000002860.1131791'	year	1	0	0	0
'000006619.1131670'	year	0	2	0	0
'000006098.1131577'	year	0	2	0	0
'000006804.1131958'	year	0	2	0	0
'000004974.1131852'	year	0	0	0	0
'000001673.1131963'	year	1	0	0	0
'000007184.1131592'	year	0	2	0	0
'000005702.1131693'	year	0	0	0	0
'000006925.1131743'	year	0	2	0	0
'000006645.1131845'	year	0	2	0	0
'000003538.1131634'	year	1	0	0	0
'000004973.1131789'	year	0	0	0	0
'000001079.1131588'	year	0	0	0	0
'000004225.1131943'	year	1	0	0	0
'000009413.1131600'	year	0	2	0	0
'000006049.1131960'	year	0	0	0	0
'000009383.1131560'	year	0	2	0	0
'000006927.1131555'	year	0	2	0	0
'000004220.1131867'	year	1	0	0	0
'000004837.1131719'	year	0	0	0	0
'000004596.1131796'	year	1	0	0	0
'000005063.1131626'	year	0	0	0	0
'000006741.1131842'	year	0	2	0	0
'000005887.1131750'	year	0	0	0	0
'000003046.1131658'	year	1	0	0	0
'000005971.1131880'	year	0	0	0	0
'000001208.1131782'	year	1	0	0	0
'000006050.1131603'	year	1	0	0	0
'000005703.1131535'	year	0	0	0	0
'000007139.1131933'	year	0	2	0	0
'000001618.1131787'	year	1	0	0	0
'000002793.1131616'	year	1	0	0	0
'000004878.1131665'	year	0	0	0	0
'000005839.1131898'	year	0	0	0	0
'000002958.1131837'	year	1	0	0	0
'000003537.1131639'	year	1	0	0	0
'000006942.1131824'	year	0	2	0	0
'000004076.1131909'	year	1	0	0	0
'000001862.1131790'	year	0	0	0	1
'000005026.1130493'	year	0	0	0	0
'000003894.1130487'	year	1	0	0	0
'000009021.1130097'	year	0	2	0	0
'000006044.1130160'	year	0	0	0	0
'000002801.1130261'	year	1	0	0	0
'000003956.1130098'	year	1	0	0	0
'000005697.1130074'	year	0	0	0	0
'000003411.1130043'	year	1	0	0	0
'000006097.1130133'	year	0	2	0	0
'000001600.1130271'	year	1	0	0	0
'000003954.1130309'	year	1	0	0	0
'000009209.1130126'	year	0	2	0	0
'000006952.1130409'	year	0	2	0	0
'000009623.1130130'	year	0	2	0	0
'000009684.1130374'	year	0	2	0	0
'000005810.1130481'	year	0	0	0	0
'000007700.1130337'	year	0	2	0	0
'000009386.1130290'	year	0	2	0	0
'000006839.1130241'	year	0	2	0	0
'000009222.1130456'	year	0	2	0	0
'000004711.1130039'	year	1	0	0	0
'000005805.1130034'	year	0	0	0	0
'000005013.1130550'	year	0	0	0	0
'000004162.1130570'	year	1	0	0	0
'000008193.1130029'	year	0	2	0	0
'000005023.1130534'	year	0	0	0	0
'000005025.1130362'	year	0	0	0	0
'000001120.1130527'	year	0	0	0	0
'000005870.1130485'	year	0	0	0	0
'000005712.1130560'	year	0	0	0	0
'000009434.1130371'	year	0	2	0	0
'000002175.1130416'	year	0	0	0	1
'000001156.1130156'	year	1	0	0	0
'000009640.1130267'	year	0	2	0	0
'000009567.1130252'	year	0	2	0	0
'000002176.1130171'	year	0	0	0	1
'000003838.1130504'	year	1	0	0	0
'000009094.1130546'	year	0	2	0	0
'000010099.1210572'	year	0	0	0	1
'000005937.1210618'	year	0	0	0	0
'000013907.1210766'	year	1	0	0	0
'000010154.1210822'	year	0	0	0	1
'000010690.1210650'	year	0	1	0	1
'000010102.1210529'	year	0	0	0	1
'000005873.1210597'	year	0	0	0	0
'000005875.1210821'	year	0	0	0	0
'000006000.1210732'	year	0	0	0	0
'000009620.1210933'	year	0	2	0	0
'000001673.1210644'	year	1	0	0	0
'000010840.1210851'	year	0	1	0	1
'000009383.1210664'	year	0	2	0	0
'000010556.1210775'	year	0	1	0	1
'000010228.1210568'	year	0	0	0	1
'000010831.1210707'	year	0	1	0	1
'000005878.1210571'	year	0	0	0	0
'000010286.1210651'	year	0	1	0	1
'000003704.1210757'	year	1	0	0	0
'000010918.1210795'	year	0	1	0	1
'000006040.1210813'	year	0	0	0	0
'000012381.1210723'	year	1	0	0	0
'000010757.1210527'	year	0	1	0	1
'000010895.1210540'	year	0	1	0	1
'000010939.1210542'	year	0	1	0	1
'000010115.1210633'	year	0	0	0	1
'000010120.1210802'	year	0	0	0	1
'000011355.1210909'	year	0	0	1	0
'000010854.1210831'	year	0	1	0	1
'000011315.1210642'	year	0	0	1	0
'000010873.1210694'	year	0	1	0	1
'000010211.1210968'	year	0	0	0	1
'000011337.1210601'	year	0	0	1	0
'000010979.1210913'	year	0	0	1	0
'000012355.1210921'	year	1	0	0	0
'000012963.1210657'	year	1	0	0	0
'000011276.1210800'	year	0	0	1	0
'000012933.1210724'	year	1	0	0	0
'000012226.1210883'	year	0	0	1	0
'000011116.1210680'	year	0	0	1	0
'000012280.1210569'	year	1	0	0	0
'000012227.1210595'	year	1	1	0	2
'000002946.1210955'	year	1	0	0	0
'000011949.1210666'	year	0	0	1	0
'000011277.1210888'	year	0	0	1	0
'000011934.1210837'	year	0	0	1	0
'000011986.1210868'	year	0	0	1	0
'000010978.1210627'	year	0	1	0	1
'000007639.1210577'	year	0	2	0	0
'000013103.1210675'	year	1	0	0	0
'000012407.1210667'	year	1	0	0	0
'000003760.1210890'	year	1	0	0	0
'000012055.1210740'	year	0	0	1	0
'000013076.1210749'	year	1	0	0	0
'000012356.1210612'	year	1	0	0	0
'000012275.1210917'	year	1	0	0	0
'000012315.1210602'	year	1	0	0	0
'000005749.1213126'	year	0	0	0	0
'000009043.1213080'	year	0	2	0	0
'000010925.1212984'	year	0	1	0	1
'000001441.1213056'	year	1	0	0	0
'000010137.1212972'	year	0	0	0	1
'000004820.1212987'	year	0	0	0	0
'000009671.1212949'	year	0	2	0	0
'000009605.1213003'	year	0	2	0	0
'000009229.1213064'	year	0	2	0	0
'000009721.1212978'	year	0	0	0	1
'000008976.1212976'	year	0	2	0	0
'000007680.1213005'	year	0	2	0	0
'000010941.1213015'	year	0	1	0	1
'000007650.1213058'	year	0	2	0	0
'000007679.1212996'	year	0	2	0	0
'000010896.1213075'	year	0	1	0	1
'000004285.1213110'	year	1	0	0	0
'000005973.1213047'	year	0	0	0	0
'000007171.1213119'	year	0	2	0	0
'000009175.1213072'	year	0	2	0	0
'000010135.1213026'	year	0	0	0	1
'000001025.1213131'	year	0	0	0	0
'000009549.1213129'	year	0	2	0	0
'000001288.1130609'	week	1	0	0	0
'000001315.1130828'	week	1	0	0	0
'000002814.1130882'	week	1	0	0	0
'000002777.1130966'	week	1	0	0	0
'000001635.1076140'	week	1	0	0	0
'000005825.1076380'	week	0	0	0	0
'000002389.1076456'	week	1	0	0	0
'000001912.1076194'	week	0	0	0	1
'000001911.1076144'	week	0	0	0	1
'000005799.1076278'	week	0	0	0	0
'000006944.1131932'	week	0	2	0	0
'000003266.1131945'	week	1	0	0	0
'000004651.1131564'	week	1	0	0	0
'000004625.1131944'	week	1	0	0	0
'000008989.1131869'	week	0	2	0	0
'000002112.1131864'	week	0	0	0	1
'000006711.1131587'	week	0	2	0	0
'000003452.1131788'	week	1	0	0	0
'000004142.1130104'	week	1	0	0	0
'000004025.1130422'	week	1	0	0	0
'000001912.1130507'	week	0	0	0	1
'000001315.1130498'	week	1	0	0	0
'000009562.1130285'	week	0	2	0	0
'000002080.1130223'	week	0	0	0	1
'000009102.1130180'	week	0	2	0	0
'000009157.1130469'	week	0	2	0	0
'000001748.1130539'	week	0	0	0	1
'000010544.1210586'	week	0	1	0	1
'000010126.1210852'	week	0	0	0	1
'000005804.1210662'	week	0	0	0	0
'000004625.1210901'	week	1	0	0	0
'000011385.1210709'	week	0	0	1	0
'000012936.1210931'	week	1	0	0	0
'000010692.1213092'	week	0	1	0	1
'000006826.1213098'	week	0	2	0	0
'000010710.1213087'	week	0	1	0	1
'000009400.1213023'	week	0	2	0	0
'000007172.1213042'	week	0	2	0	0
